Value,Disaggregation combinations using this value,Number of indicators
Carbon Monoxide,1,1
Lead,1,1
Nitrogen Oxides,1,1
Particulate Matter,1,1
Sulphur Oxide,1,1
Total Volatile Organic Compounds,1,1
